Name,Description,Lat,Lon
M 4.9 Mindanao,2012 01 26,6.543,125.765
M 4.9 Simeulue,2012 01 26,2.478,95.912
M 4.7 State Of Yap,2012 01 26,8.166,141.96
M 4.7 Minahasa,2012 01 26,0.263,120.954
M 4.7 Near East Coast Of Honshu,2012 01 26,37.07,141.19
M 4.7 Seram,2012 01 26,-3.409,127.043
M 4.6 Lake Tanganyika Region,2012 01 26,-7.547,30.332
M 4.6 Near West Coast Of Colombia,2012 01 26,5.544,-77.413
M 4.5 Dodecanese Islands,2012 01 26,36.026,25.005
M 4.4 Dodecanese Islands,2012 01 26,36.06,25.05
M 4.4 Mindanao,2012 01 26,9.089,126.049
M 4.4 Eastern New Guinea Reg.,2012 01 26,-6.175,146.557
M 4.4 Guatemala,2012 01 26,14.186,-90.991
M 4.4 Guatemala,2012 01 26,15.313,-90.928
M 4.4 Simeulue,2012 01 26,2.696,95.264
M 4.4 Bismarck Sea,2012 01 26,-3.37,148.691
M 4.3 Russia-mongolia Border Region,2012 01 26,49.802,88.204
M 4.2 Dodecanese Islands,2012 01 26,36.037,25.013
M 4.2 Kepulauan Sula,2012 01 26,-1.147,126.766
M 4.1 New Guinea,2012 01 26,-5.144,143.287
M 4.1 Kermadec Islands Region,2012 01 26,-29.39,-176.714
M 4 Offshore Oaxaca,2012 01 26,16.296,-94.674
M 3.7 Unimak Island Region,2012 01 26,53.76,-164.009
M 3.6 Southern Alaska,2012 01 26,59.33,-152.725
M 3.4 Northern California,2012 01 26,36.935,-121.68
M 3.4 Andreanof Islands,2012 01 26,51.605,-175.798
M 3.2 Northern California,2012 01 26,36.936,-121.683
M 3.2 Northern California,2012 01 26,41.035,-121.997
M 3 Northern California,2012 01 26,38.814,-122.825
M 3 Indiana,2012 01 26,41.576,-85.49
M 2.9 Central California,2012 01 26,36.216,-118.312
M 2.8 Alaska Peninsula,2012 01 26,55.202,-160.655
M 2.6 Fox Islands,2012 01 26,52.545,-166.922
M 2.5 Central Alaska,2012 01 26,62.165,-145.605
M 2.5 Island Of Hawaii,2012 01 26,19.404,-155.267
M 2.5 Northern California,2012 01 26,41.037,-121.999
M 5.3 Dodecanese Islands,2012 01 27,36.044,25.064
M 5.2 Eastern Honshu,2012 01 27,35.474,138.888
M 5.1 Near N Coast Of Papua,2012 01 27,-1.452,138.259
M 5.1 Off W Coast Of Northern Sumatra,2012 01 27,2.732,93.018
M 5.1 South Of Lombok,2012 01 27,-10.369,116.013
M 5 Off East Coast Of Honshu,2012 01 27,37.904,143.891
M 5 Northern Italy,2012 01 27,44.48,10.03
M 4.9 Near East Coast Of Honshu,2012 01 27,35.716,140.865
M 4.9 Izu Islands,2012 01 27,32.037,141.706
M 4.9 Eastern Honshu,2012 01 27,35.462,138.869
M 4.8 Near East Coast Of Kamchatka,2012 01 27,52.271,158.947
M 4.7 Dodecanese Islands,2012 01 27,36.061,25.041
M 4.6 Guatemala,2012 01 27,14.196,-90.228
M 4.6 Fiji Region,2012 01 27,-20.152,-176.15
M 4.6 South Island Of New Zealand,2012 01 27,-43.581,172.278
M 4.6 Kepulauan Babar,2012 01 27,-7.486,129.76
M 4.6 Eastern Honshu,2012 01 27,35.467,138.953
M 4.5 Molucca Sea,2012 01 27,2.196,126.854
M 4.5 Galapagos Triple Junction Region,2012 01 27,2.109,-101.249
M 4.5 Off W Coast Of Northern Sumatra,2012 01 27,2.759,93.06
M 4.4 Mid-indian Ridge,2012 01 27,-28.019,74.311
M 4.4 Eastern Honshu,2012 01 27,35.438,138.942
M 4.2 Near N Coast Of Papua,2012 01 27,-2.722,139.253
M 4.2 Greece,2012 01 27,38.971,21.853
M 4.2 New Guinea,2012 01 27,-6.952,143.795
M 4.2 Offshore Chiapas,2012 01 27,14.755,-93.229
M 4.1 Dominican Republic,2012 01 27,19.57,-70.08
M 4.1 Libertador O'higgins,2012 01 27,-34.738,-71.814
M 4.1 South Of Kermadec Islands,2012 01 27,-32.955,179.799
M 4.1 Western Turkey,2012 01 27,37.475,27.099
M 4 Halmahera,2012 01 27,0.571,127.458
M 3.8 Southern Alaska,2012 01 27,59.596,-153.109
M 3.3 Northern California,2012 01 27,38.812,-122.816
M 3.3 Virgin Islands Region,2012 01 27,18.642,-64.577
M 3.1 Southern Alaska,2012 01 27,60.024,-153.083
M 3 Virgin Islands Region,2012 01 27,18.846,-64.29
M 3 Southern Alaska,2012 01 27,61.797,-150.185
M 2.8 Island Of Hawaii,2012 01 27,19.401,-155.263
M 2.8 Southern California,2012 01 27,34.448,-119.029
M 2.7 Southern California,2012 01 27,34.371,-116.951
M 2.7 Nevada,2012 01 27,39.374,-119.969
M 2.6 Andreanof Islands,2012 01 27,51.507,-176.135
M 2.6 Central Alaska,2012 01 27,62.051,-150.987
M 2.5 Oklahoma,2012 01 27,35.6,-96.895
M 2.5 Andreanof Islands,2012 01 27,51.665,-173.991
M 2.5 Northern California,2012 01 27,40.968,-124.053
M 2.5 Kenai Peninsula,2012 01 27,60.317,-151.107
M 2.5 Puerto Rico,2012 01 27,18.061,-66.196
M 5.9 Kermadec Islands,2012 01 28,-29.43,-177.386
M 5.6 Near East Coast Of Honshu,2012 01 28,40.177,142.211
M 5.6 Southern East Pacific Rise,2012 01 28,-36.793,-110.517
M 5.4 Kermadec Islands,2012 01 28,-29.519,-177.172
M 5.4 Kermadec Islands,2012 01 28,-29.574,-177.259
M 5.3 Catanduanes,2012 01 28,13.386,124.586
M 5.3 Kermadec Islands,2012 01 28,-29.59,-177.139
M 5.3 Papua,2012 01 28,-4.081,140.788
M 5.2 Kermadec Islands,2012 01 28,-29.452,-177.267
M 5.2 Kermadec Islands,2012 01 28,-29.69,-177.175
M 5.1 Babuyan Isl Region,2012 01 28,19.251,121.205
M 5.1 Potosi,2012 01 28,-21.464,-66.436
M 5.1 Simeulue,2012 01 28,2.07,96.678
M 5.1 Kermadec Islands,2012 01 28,-29.428,-177.166
M 5 Kermadec Islands,2012 01 28,-29.52,-177.077
M 5 Kermadec Islands Region,2012 01 28,-29.505,-176.893
M 5 Kermadec Islands,2012 01 28,-29.554,-177.036
M 4.9 Southwestern Ryukyu Isl.,2012 01 28,24.197,124.241
M 4.9 Near East Coast Of Honshu,2012 01 28,40.251,142.19
M 4.9 Kermadec Islands,2012 01 28,-29.488,-177.139
M 4.9 Kermadec Islands Region,2012 01 28,-31.356,-178.437
M 4.8 Kermadec Islands Region,2012 01 28,-31.868,-178.507
M 4.8 Near East Coast Of Honshu,2012 01 28,36.789,141.004
M 4.8 Northern Sumatra,2012 01 28,5.158,94.195
M 4.7 Izu Islands,2012 01 28,33.113,140.263
M 4.6 Off East Coast Of Honshu,2012 01 28,37.715,142.352
M 4.6 Babuyan Isl Region,2012 01 28,19.207,121.274
M 4.6 Molucca Sea,2012 01 28,1.53,126.412
M 4.5 Vanuatu,2012 01 28,-17.721,168.144
M 4.5 Eastern Mongolia,2012 01 28,43.879,109.172
M 4.5 Southwestern Ryukyu Isl.,2012 01 28,24.111,123.406
M 4.5 Dodecanese Islands,2012 01 28,36.054,25.035
M 4.5 La Rioja,2012 01 28,-28.423,-68.804
M 4.5 Simeulue,2012 01 28,2.125,96.673
M 4.5 South Island Of New Zealand,2012 01 28,-42.01,172.58
M 4.3 Southern Sumatra,2012 01 28,-5.733,103.429
M 4.2 Eastern New Guinea Reg.,2012 01 28,-5.511,147.242
M 4.2 New Guinea,2012 01 28,-5.22,143.214
M 4.2 Seram,2012 01 28,-2.946,129.134
M 4.1 South Of Lombok,2012 01 28,-10.176,116.285
M 4.1 Off East Coast Of Honshu,2012 01 28,34.22,141.62
M 4 Andreanof Islands,2012 01 28,51.902,-177.38
M 3.9 Central Alaska,2012 01 28,63.586,-147.417
M 3.8 Offshore Sucre,2012 01 28,11.309,-61.786
M 3.2 Fox Islands,2012 01 28,52.107,-171.128
M 3.2 Puerto Rico,2012 01 28,18.332,-66.213
M 2.9 Central Alaska,2012 01 28,63.316,-151.213
M 2.9 Alaska Peninsula,2012 01 28,58.624,-155.096
M 2.9 Puerto Rico Region,2012 01 28,18.765,-65.615
M 2.6 Fox Islands,2012 01 28,52.405,-168.885
M 2.5 Alaska Peninsula,2012 01 28,54.422,-161.496
M 2.5 Central California,2012 01 28,35.57,-120.904
M 2.5 South Of Alaska,2012 01 28,52.341,-164.981
M 2 Northern California,2012 01 28,39.124,-122.958
M 5.3 Northern Mid-atlantic Ridge,2012 01 29,16.488,-46.529
M 5.2 Mindanao,2012 01 29,5.936,124.727
M 5.1 Kyushu,2012 01 29,32.588,131.806
M 5 Northern Mid-atlantic Ridge,2012 01 29,16.624,-46.467
M 4.9 Northern Mid-atlantic Ridge,2012 01 29,16.68,-46.45
M 4.8 Leyte,2012 01 29,10.091,124.249
M 4.7 Taiwan Region,2012 01 29,25.39,122.071
M 4.7 Western Honshu,2012 01 29,34.589,136.857
M 4.6 Southwest Indian Ridge,2012 01 29,-32.83,57.13
M 4.6 Sulawesi,2012 01 29,-2.382,121.388
M 4.6 Eastern Honshu,2012 01 29,35.506,138.906
M 4.6 Ryukyu Islands,2012 01 29,28.441,129.015
M 4.6 New Britain Region,2012 01 29,-5.727,151.087
M 4.5 Kyrgyzstan,2012 01 29,40.534,72.997
M 4.5 Lake Tanganyika Region,2012 01 29,-7.142,30.391
M 4.5 Eastern Turkey,2012 01 29,38.823,43.599
M 4.5 Dodecanese Islands,2012 01 29,36.072,25.009
M 4.5 South Sandwich Islands Region,2012 01 29,-58.232,-24.685
M 4.5 Nias Region,2012 01 29,0.303,97.718
M 4.4 Sulawesi,2012 01 29,-2.422,121.401
M 4.4 Antofagasta,2012 01 29,-21.561,-68.226
M 4.3 Western Indian-antarctic Ridge,2012 01 29,-49.997,117.73
M 4.2 Eastern Turkey,2012 01 29,38.971,43.655
M 4.2 South Of Fiji Islands,2012 01 29,-24.251,-179.938
M 4.2 Vanuatu,2012 01 29,-14.742,168.039
M 4.1 Martinique Region,2012 01 29,14.268,-60.308
M 4.1 Dodecanese Islands,2012 01 29,36.06,25.12
M 4 Hindu Kush Region,2012 01 29,36.606,71.363
M 4 Mendoza,2012 01 29,-34.783,-69.86
M 4 Dodecanese Islands,2012 01 29,36.021,25.065
M 4 Chiapas,2012 01 29,15.336,-92.899
M 3.5 Southern Alaska,2012 01 29,61.462,-149.945
M 3.2 Wyoming,2012 01 29,42.575,-108.416
M 3.2 Rat Islands,2012 01 29,52.141,179.558
M 3.1 Fox Islands,2012 01 29,52.786,-169.513
M 2.9 Island Of Hawaii,2012 01 29,19.505,-155.559
M 2.9 Fox Islands,2012 01 29,52.78,-169.5
M 2.9 St. Martin Region,2012 01 29,17.916,-63.716
M 2.8 South Of Alaska,2012 01 29,54.949,-159.794
M 2.7 Oklahoma,2012 01 29,35.511,-96.788
M 2.7 South Of Alaska,2012 01 29,52.362,-164.724
M 2.7 South Of Alaska,2012 01 29,52.965,-162.938
M 2.6 Northern California,2012 01 29,38.819,-122.808
M 2.6 New Mexico,2012 01 29,36.949,-104.906
M 2.6 South Of Alaska,2012 01 29,52.405,-164.76
M 2.5 Southern Alaska,2012 01 29,60.448,-147.106
M 2.3 Southern California,2012 01 29,34.391,-119.51
M 2.1 Island Of Hawaii,2012 01 29,19.313,-155.159
M 6.4 Near Coast Of Central Peru,2012 01 30,-14.168,-75.635
M 5.2 Simeulue,2012 01 30,2.072,96.647
M 4.9 Seram,2012 01 30,-2.891,129.558
M 4.8 Tonga Region,2012 01 30,-23.155,-175.368
M 4.8 South Of Fiji Islands,2012 01 30,-25.12,-179.906
M 4.7 Jujuy,2012 01 30,-22.852,-66.253
M 4.7 Carlsberg Ridge,2012 01 30,-1.164,67.529
M 4.6 Kepulauan Barat Daya,2012 01 30,-7.093,128.844
M 4.6 Kermadec Islands,2012 01 30,-29.269,-177.139
M 4.6 Egypt,2012 01 30,27.787,33.985
M 4.6 Near N Coast Of Papua,2012 01 30,-1.351,137.809
M 4.6 Santa Cruz Islands,2012 01 30,-12.061,167.046
M 4.6 Tonga,2012 01 30,-15.064,-173.626
M 4.6 Samar,2012 01 30,11.968,125.993
M 4.6 Nicobar Islands,2012 01 30,7.748,93.774
M 4.5 Fiji Region,2012 01 30,-17.823,-176.701
M 4.5 Off East Coast Of Honshu,2012 01 30,37.295,142.045
M 4.4 Kermadec Islands,2012 01 30,-29.529,-177.162
M 4.4 Offshore Chiapas,2012 01 30,14.853,-93.207
M 4.4 Vanuatu Region,2012 01 30,-19.344,167.915
M 4.3 Off E. Coast Of N. Island,2012 01 30,-40.82,177.823
M 4.2 Kermadec Islands,2012 01 30,-29.461,-177.141
M 4.1 South Island Of New Zealand,2012 01 30,-41.279,172.528
M 4.1 Kermadec Islands Region,2012 01 30,-28.832,-176.408
M 4 Dodecanese Islands,2012 01 30,36.7,25.75
M 4 Off Coast Of Guerrero,2012 01 30,15.364,-99.088
M 4 South Island Of New Zealand,2012 01 30,-43.53,172.82
M 3.5 Virgin Islands Region,2012 01 30,19.062,-64.239
M 3.4 Andreanof Islands,2012 01 30,51.928,-172.075
M 3.3 Northern California,2012 01 30,38.825,-122.799
M 3.1 Southern Alaska,2012 01 30,60.039,-153.045
M 3.1 Virginia,2012 01 30,37.945,-77.983
M 3 Northern California,2012 01 30,38.82,-122.8
M 2.9 Southern Alaska,2012 01 30,60.42,-152.384
M 2.9 Alaska Peninsula,2012 01 30,54.465,-161.493
M 2.8 Southern Alaska,2012 01 30,61.832,-150.17
M 2.7 Central Alaska,2012 01 30,62.181,-145.607
M 2.6 Unimak Island Region,2012 01 30,53.86,-164.129
M 2.6 Southern Idaho,2012 01 30,44.231,-114.137
M 2.5 Mona Passage,2012 01 30,18.188,-67.37
M 2.5 Unimak Island Region,2012 01 30,53.859,-164.127
M 2.5 Southeastern Alaska,2012 01 30,59.138,-138.003
M 2.5 Southern Alaska,2012 01 30,60.137,-152.111
M 2.1 Santa Barbara Channel,2012 01 30,34.24,-119.684
M 2.1 San Francisco Bay Area,2012 01 30,37.282,-122.056
M 5.1 Vanuatu,2012 01 31,-14.255,167.18
M 5 Kermadec Islands,2012 01 31,-30.699,-177.843
M 4.9 New Britain Region,2012 01 31,-5.666,148.425
M 4.9 New Britain Region,2012 01 31,-6.238,149.824
M 4.8 South Of Fiji Islands,2012 01 31,-22.06,-179.543
M 4.8 Mindanao,2012 01 31,9.874,125.801
M 4.8 Near East Coast Of Honshu,2012 01 31,37.201,141.579
M 4.7 Java,2012 01 31,-8.226,107.74
M 4.7 Near East Coast Of Honshu,2012 01 31,38.876,142.365
M 4.7 Samar,2012 01 31,11.671,125.454
M 4.6 Kepulauan Talaud,2012 01 31,3.759,126.624
M 4.6 Offshore Valparaiso,2012 01 31,-33.751,-71.97
M 4.6 Western Indian-antarctic Ridge,2012 01 31,-49.757,118.854
M 4.6 Molucca Sea,2012 01 31,1.129,126.738
M 4.5 Kepulauan Barat Daya,2012 01 31,-7.552,128.945
M 4.5 Seram,2012 01 31,-2.855,129.623
M 4.4 Offshore Chiapas,2012 01 31,14.839,-93.187
M 4.4 Spain,2012 01 31,37.833,-3.135
M 4.4 Colombia,2012 01 31,5.092,-72.979
M 4.3 Western Indian-antarctic Ridge,2012 01 31,-49.629,117.454
M 4.3 East Timor Region,2012 01 31,-9.357,125.447
M 4.3 Seram,2012 01 31,-3.079,130.243
M 3.7 Valparaiso,2012 01 31,-32.664,-71.38
M 3.4 Virgin Islands Region,2012 01 31,19.093,-64.333
M 3.4 Fox Islands,2012 01 31,52.149,-171.114
M 3.2 Puerto Rico Region,2012 01 31,18.975,-65.314
M 3.1 Virgin Islands Region,2012 01 31,18.189,-64.666
M 3 Northern Colombia,2012 01 31,10.294,-73.54
M 3 Unimak Island Region,2012 01 31,53.881,-163.822
M 2.9 Kodiak Island Region,2012 01 31,56.574,-152.398
M 2.8 Offshore Northern California,2012 01 31,40.761,-125.261
M 2.8 Mona Passage,2012 01 31,18.18,-67.34
M 2.8 Southern Yukon Territory,2012 01 31,60.266,-140.113
M 2.7 Andreanof Islands,2012 01 31,51.749,-178.397
M 2.6 Central Alaska,2012 01 31,62.803,-148.228
M 2.6 Santa Barbara Channel,2012 01 31,34.258,-119.684
M 2.5 Alaska Peninsula,2012 01 31,54.836,-160.619
M 2.5 Unimak Island Region,2012 01 31,53.806,-164.293
M 2.3 Illinois,2012 01 31,42.319,-88.213
M 2.2 San Francisco Bay Area,2012 01 31,37.832,-122.026
M 5.4 Southern Sumatra,2012 02 01,-3.676,102.203
M 5.3 Santa Cruz Islands,2012 02 01,-10.802,165.901
M 5.3 Samar,2012 02 01,11.6,125.557
M 5.3 Easter Island Region,2012 02 01,-31.585,-111.525
M 5 Samar,2012 02 01,11.61,125.615
M 4.9 Pagan Reg.,2012 02 01,18.923,145.425
M 4.9 Kuril Islands,2012 02 01,46.411,152.461
M 4.8 Valparaiso,2012 02 01,-32.678,-71.336
M 4.8 Samar,2012 02 01,11.599,125.563
M 4.8 Near Coast Of Northern Peru,2012 02 01,-8.596,-79.96
M 4.7 Off W Coast Of Northern Sumatra,2012 02 01,2.612,93.069
M 4.7 Fiji Region,2012 02 01,-15.003,-177.815
M 4.7 Central Mid-atlantic Ridge,2012 02 01,8.252,-39.494
M 4.6 Vanuatu,2012 02 01,-17.002,168.613
M 4.6 Liaoning,2012 02 01,40.435,122.298
M 4.6 Fiji Region,2012 02 01,-18.388,176.235
M 4.5 Izu Islands,2012 02 01,33.742,138.77
M 4.5 Kepulauan Talaud,2012 02 01,3.271,127.631
M 4.5 Samar,2012 02 01,11.578,125.559
M 4.5 South Of Panama,2012 02 01,2.008,-80.153
M 4.5 Andreanof Islands,2012 02 01,52.888,-174.359
M 4.5 Off East Coast Of Honshu,2012 02 01,37.049,144.567
M 4.5 Banda Sea,2012 02 01,-6.34,130.108
M 4.5 Indian Ocean Triple Junction,2012 02 01,-27.244,67.152
M 4.4 Southwestern Siberia,2012 02 01,51.649,95.949
M 4.4 South Sandwich Islands Region,2012 02 01,-56.774,-25.699
M 4.4 South Of Africa,2012 02 01,-48.488,31.36
M 4.4 Near N Coast Of Papua,2012 02 01,-0.775,134.13
M 4.3 Liaoning,2012 02 01,40.458,122.473
M 4.2 Simeulue,2012 02 01,2.056,96.604
M 4.1 Manitoba,2012 02 01,50.804,-101.809
M 4 Off E. Coast Of N. Island,2012 02 01,-35.31,178.396
M 3.6 Virgin Islands Region,2012 02 01,18.868,-64.499
M 3.5 Nevada,2012 02 01,40.897,-115.062
M 3.4 Southern California,2012 02 01,32.923,-115.527
M 3 Central Alaska,2012 02 01,63.111,-149.251
M 2.9 Gulf Of Alaska,2012 02 01,58.451,-150.486
M 2.9 Southern Alaska,2012 02 01,59.889,-152.461
M 2.8 Fox Islands,2012 02 01,53.111,-166.506
M 2.7 Puerto Rico,2012 02 01,18.514,-67.017
M 2.6 Puerto Rico,2012 02 01,18.208,-67.057
M 2.6 Arizona,2012 02 01,34.906,-110.929
M 2.6 Central Alaska,2012 02 01,63.491,-151.337
M 2.4 Southern California,2012 02 01,33.783,-116.165
M 7.1 Vanuatu,2012 02 02,-17.827,167.133
M 5.6 New Britain Region,2012 02 02,-6.563,149.774
M 5.6 New Britain Region,2012 02 02,-6.586,149.718
M 5.5 Vanuatu,2012 02 02,-17.954,167.179
M 5.3 Vanuatu,2012 02 02,-17.455,167.176
M 5.2 Vanuatu,2012 02 02,-17.597,167.304
M 5.1 Western Indian-antarctic Ridge,2012 02 02,-49.649,126.049
M 5.1 Vanuatu,2012 02 02,-17.754,167.53
M 5.1 Vanuatu,2012 02 02,-17.686,167.32
M 5.1 Vanuatu,2012 02 02,-17.717,167.429
M 5.1 Vanuatu,2012 02 02,-17.395,167.287
M 5.1 Vanuatu,2012 02 02,-17.43,167.209
M 5.1 Vanuatu,2012 02 02,-17.534,167.327
M 5 West Of Macquarie Island,2012 02 02,-60.843,153.349
M 5 New Ireland Region,2012 02 02,-5.341,153.638
M 5 Vanuatu,2012 02 02,-17.783,167.248
M 5 Vanuatu,2012 02 02,-17.933,167.126
M 5 Vanuatu,2012 02 02,-17.858,167.413
M 5 Vanuatu,2012 02 02,-17.433,167.108
M 5 Vanuatu,2012 02 02,-17.899,167.198
M 5 Vanuatu,2012 02 02,-18.2,167.648
M 5 Vanuatu,2012 02 02,-17.529,167.327
M 5 Vanuatu,2012 02 02,-18.011,167.791
M 4.9 Near Coast Of Southern Peru,2012 02 02,-16.186,-73.526
M 4.9 New Britain Region,2012 02 02,-6.868,150.112
M 4.9 Sumba Region,2012 02 02,-9.835,120.454
M 4.9 Vanuatu,2012 02 02,-17.668,167.151
M 4.9 Vanuatu,2012 02 02,-17.878,167.194
M 4.9 Vanuatu,2012 02 02,-17.515,167.447
M 4.9 Vanuatu,2012 02 02,-17.14,168.126
M 4.9 Vanuatu,2012 02 02,-17.741,167.222
M 4.9 Vanuatu,2012 02 02,-17.638,167.232
M 4.9 Vanuatu,2012 02 02,-17.707,167.442
M 4.9 Vanuatu,2012 02 02,-17.58,167.244
M 4.8 Mid-indian Ridge,2012 02 02,-15.28,67.275
M 4.8 New Britain Region,2012 02 02,-6.62,149.817
M 4.8 Vanuatu,2012 02 02,-17.927,168.454
M 4.8 Vanuatu,2012 02 02,-17.72,167.056
M 4.8 Vanuatu,2012 02 02,-17.559,167.422
M 4.8 Cook Strait,2012 02 02,-40.167,173.508
M 4.8 Tonga,2012 02 02,-16.664,-173.973
M 4.7 Lac Kivu Region,2012 02 02,-1.369,28.575
M 4.7 Mid-indian Ridge,2012 02 02,-15.396,67.205
M 4.7 West Chile Rise,2012 02 02,-37.309,-94.029
M 4.7 Vanuatu,2012 02 02,-17.737,167.136
M 4.7 Vanuatu,2012 02 02,-17.762,167.232
M 4.6 Offshore El Salvador,2012 02 02,13.206,-89.198
M 4.6 Vanuatu,2012 02 02,-17.921,167.353
M 4.6 Vanuatu,2012 02 02,-17.706,166.987
M 4.6 Vanuatu,2012 02 02,-17.465,167.149
M 4.5 Mid-indian Ridge,2012 02 02,-15.334,67.256
M 4.5 Maule,2012 02 02,-35.067,-71.267
M 4.5 Kuril Islands,2012 02 02,43.343,146.911
M 4.5 Vanuatu,2012 02 02,-17.671,167.478
M 4.5 Vanuatu,2012 02 02,-17.494,167.204
M 4.5 Vanuatu,2012 02 02,-17.591,167.447
M 4.4 Sea Of Japan,2012 02 02,37.352,134.699
M 4.4 Southwestern Ryukyu Isl.,2012 02 02,23.429,125.61
M 4.4 Philippine Islands Region,2012 02 02,5.405,127.942
M 4.4 Seram,2012 02 02,-3.654,128.803
M 4.4 Offshore Chiapas,2012 02 02,14.763,-93.242
M 4.4 Tarapaca,2012 02 02,-20.844,-69.084
M 4.4 Vanuatu,2012 02 02,-18.051,167.648
M 4.4 Vanuatu,2012 02 02,-17.414,167.034
M 4.4 Vanuatu,2012 02 02,-17.761,167.35
M 4.4 Vanuatu,2012 02 02,-17.831,167.059
M 4.4 Vanuatu,2012 02 02,-17.322,167.674
M 4.4 Vanuatu,2012 02 02,-17.697,167.07
M 4.4 Molucca Sea,2012 02 02,2.906,127.684
M 4.3 North Island Of New Zealand,2012 02 02,-39.979,176.822
M 4.3 Vanuatu,2012 02 02,-18.426,167.716
M 4.3 Vanuatu,2012 02 02,-17.816,166.502
M 4.3 Vanuatu,2012 02 02,-17.999,167.41
M 4.3 Vanuatu,2012 02 02,-17.472,167.253
M 4.3 New Britain Region,2012 02 02,-6.689,150.029
M 4.3 Vanuatu,2012 02 02,-18.053,167.601
M 4.3 Vanuatu,2012 02 02,-17.581,167.628
M 4.2 Vanuatu,2012 02 02,-17.652,167.17
M 4.2 Vanuatu,2012 02 02,-17.768,167.337
M 4.2 Vanuatu,2012 02 02,-17.69,167.427
M 4.2 Vanuatu,2012 02 02,-17.899,167.59
M 4.2 New Britain Region,2012 02 02,-6.045,151.1
M 4.2 Vanuatu,2012 02 02,-17.306,167.919
M 4.2 Vanuatu,2012 02 02,-17.956,167.492
M 4.2 Vanuatu,2012 02 02,-17.913,167.206
M 4.1 Off E. Coast Of N. Island,2012 02 02,-36.976,177.388
M 4.1 Kepulauan Talaud,2012 02 02,4.92,127.816
M 4.1 Vanuatu,2012 02 02,-17.799,166.932
M 4.1 Vanuatu,2012 02 02,-17.332,167.36
M 4 Off Coast Of Oregon,2012 02 02,44.216,-128.417
M 4 Off E. Coast Of N. Island,2012 02 02,-35.814,178.206
M 4 Offshore Guerrero,2012 02 02,16.479,-100.734
M 4 Vanuatu,2012 02 02,-17.537,167.006
M 3.9 Fox Islands,2012 02 02,51.979,-171.427
M 3.6 Central Alaska,2012 02 02,62.241,-145.656
M 3.5 Unimak Island Region,2012 02 02,54.194,-164.223
M 3.4 Virgin Islands Region,2012 02 02,18.602,-64.27
M 3.3 Virgin Islands Region,2012 02 02,18.975,-65.149
M 3.2 Andreanof Islands,2012 02 02,52.406,-174.396
M 3.1 Virgin Islands Region,2012 02 02,18.984,-65.114
M 3 South Of Alaska,2012 02 02,52.645,-163.836
M 3 Southern Alaska,2012 02 02,60.018,-153.086
M 2.9 Puerto Rico Region,2012 02 02,17.858,-65.85
M 2.8 Puerto Rico Region,2012 02 02,17.872,-65.855
M 2.8 Southeastern Alaska,2012 02 02,58.456,-137.182
M 2.7 Alaska Peninsula,2012 02 02,57.085,-156.61
M 2.7 Virgin Islands Region,2012 02 02,18.993,-65.114
M 2.7 Andreanof Islands,2012 02 02,51.087,-178.283
M 2.7 Kenai Peninsula,2012 02 02,60.267,-150.984
M 2.7 Southern Alaska,2012 02 02,60.012,-153.047
M 2.6 Off Coast Of Oregon,2012 02 02,43.365,-126.929
M 2.6 Central Alaska,2012 02 02,62.305,-151.143
M 2.6 Central Alaska,2012 02 02,63.517,-151.322
M 2.5 Southern Alaska,2012 02 02,61.342,-150.189
M 2.5 Island Of Hawaii,2012 02 02,19.317,-155.215
M 2.2 Washington,2012 02 02,46.516,-122.436
M 6.1 Vanuatu,2012 02 03,-17.378,167.277
M 5.7 Vanuatu,2012 02 03,-17.463,167.187
M 5.4 Vanuatu,2012 02 03,-17.386,167.232
M 5 New Britain Region,2012 02 03,-6.644,149.939
M 5 Tonga,2012 02 03,-19.49,-174.83
M 4.9 Near N Coast Of New Guinea,2012 02 03,-3.611,144.456
M 4.9 Vanuatu,2012 02 03,-17.877,167.718
M 4.9 Vanuatu,2012 02 03,-17.77,167.792
M 4.9 Southern Sumatra,2012 02 03,-0.397,99.161
M 4.9 North Atlantic Ocean,2012 02 03,18.391,-27.256
M 4.8 Vanuatu,2012 02 03,-17.514,167.317
M 4.8 Vanuatu,2012 02 03,-17.908,167.812
M 4.8 Vanuatu,2012 02 03,-17.521,167.32
M 4.8 Halmahera,2012 02 03,1.697,127.827
M 4.8 Off East Coast Of Honshu,2012 02 03,36.504,143.465
M 4.8 Samoa Islands Region,2012 02 03,-14.811,-173.313
M 4.8 Vanuatu,2012 02 03,-17.448,167.105
M 4.7 Vanuatu,2012 02 03,-17.542,167.388
M 4.7 Vanuatu,2012 02 03,-17.368,167.368
M 4.7 Near East Coast Of Honshu,2012 02 03,38.482,142.099
M 4.7 Kepulauan Talaud,2012 02 03,3.495,126.505
M 4.7 Vanuatu,2012 02 03,-17.793,167.748
M 4.7 Vanuatu,2012 02 03,-17.929,167.994
M 4.7 Near East Coast Of Honshu,2012 02 03,39.071,142.654
M 4.7 Hindu Kush Region,2012 02 03,36.389,71.371
M 4.6 Vanuatu,2012 02 03,-17.659,167.414
M 4.6 Vanuatu,2012 02 03,-17.3,167.349
M 4.6 Vanuatu,2012 02 03,-17.443,167.266
M 4.6 Near Coast Of Northern Peru,2012 02 03,-9.973,-78.883
M 4.6 Vanuatu,2012 02 03,-17.969,167.268
M 4.5 Hindu Kush Region,2012 02 03,36.41,71.52
