Name,Description,Lat,Lon
M 5 West Chile Rise,2012 04 14,-36.3,-97.183
M 5 North Island Of New Zealand,2012 04 16,-38.556,175.805
M 5 Mid-indian Ridge,2012 04 16,-36.534,78.876
M 5 Off W Coast Of Northern Sumatra,2012 04 17,2.584,92.61
M 5 Vanuatu,2012 04 18,-13.288,167.052
M 5 Off W Coast Of Northern Sumatra,2012 04 18,3.329,92.541
M 5 Off W Coast Of Northern Sumatra,2012 04 18,3.586,92.766
M 5 Taiwan,2012 04 19,24.13,121.67
M 5 Near N Coast Of Papua,2012 04 19,-1.677,134.492
M 5 Iran-iraq Border Region,2012 04 20,32.453,46.99
M 5 Off W Coast Of Northern Sumatra,2012 04 20,2.564,91.901
M 5 Off W Coast Of Northern Sumatra,2012 04 20,2.025,92.334
M 5 Volcano Islands,2012 04 20,25.447,142.688
M 5 Tonga,2012 04 20,-17.617,-173.594
M 5 Iran-iraq Border Region,2012 04 21,32.407,47.049
M 5 South Sandwich Islands Region,2012 04 23,-55.517,-27.674
M 5 Tonga,2012 04 23,-17.966,-175.17
M 5 South Of Tonga,2012 04 23,-24.007,-175.934
M 5 Tonga Region,2012 04 24,-23.785,-175.999
M 5 New Britain Region,2012 04 25,-4.114,151.694
M 5 Fiji Region,2012 04 26,-18.802,-177.879
M 5 Southwest Indian Ridge,2012 04 28,-40.999,43.501
M 5 South Of Java,2012 04 30,-8.354,105.422
M 5 Kepulauan Talaud,2012 04 30,3.712,127.507
M 5 Kermadec Islands Region,2012 04 30,-30.038,-176.231
M 5 Off W Coast Of Northern Sumatra,2012 04 30,3.314,92.962
M 5 Northern Mid-atlantic Ridge,2012 05 02,23.352,-44.95
M 5 Tonga Region,2012 05 02,-23.551,-175.668
M 5 Kuril Islands,2012 05 03,46.903,150.557
M 5 Vancouver Island,2012 05 04,50.648,-130.241
M 5 Tonga,2012 05 07,-15.169,-173.659
M 5 Off East Coast Of Honshu,2012 05 08,37.364,144.644
M 5 Gansu-qinghai Border Reg,2012 05 11,37.735,102.048
M 5 Andreanof Islands,2012 05 14,51.445,-174.832
M 5 Molucca Sea,2012 05 14,1.29,126.338
M 5 Santa Cruz Islands,2012 05 17,-12.596,166.185
M 5 Off East Coast Of Honshu,2012 05 18,39.646,143.178
M 5 North Of Halmahera,2012 05 19,3.304,128.118
M 5 Fox Islands,2012 05 19,52.068,-171.728
M 5 Off East Coast Of Honshu,2012 05 20,39.543,143.116
M 5 Northern Italy,2012 05 20,44.831,11.49
M 5 Eastern New Guinea Reg.,2012 05 24,-7.33,147.114
M 5 Norwegian Sea,2012 05 25,72.939,5.518
M 5 South Island Of New Zealand,2012 05 25,-43.473,172.81
M 5 South Of Kermadec Islands,2012 05 25,-33.075,-178.46
M 5 Tonga,2012 05 25,-19.184,-173.763
M 5 Southern Sumatra,2012 05 26,-4.9,103.03
M 5 Kermadec Islands,2012 05 26,-30.825,-177.991
M 5 Fiji Region,2012 05 29,-15.524,173.796
M 5 Banda Sea,2012 05 30,-6.199,130.318
M 5 State Of Yap,2012 05 30,11.271,139.559
M 5 Tonga,2012 05 31,-17.683,-174.314
M 5 Potosi,2012 06 03,-21.338,-68.026
M 5 Southeast Of Loyalty Islands,2012 06 04,-21.941,169.134
M 5 Halmahera,2012 06 04,-0.677,127.699
M 5 Molucca Sea,2012 06 06,-0.953,126.905
M 5 Kermadec Islands Region,2012 06 06,-27.034,-177.441
M 5 Tonga Region,2012 06 07,-22.91,-174.717
M 5 Off East Coast Of Honshu,2012 06 07,39.875,143.295
M 5 Maule,2012 06 07,-36.036,-71.075
M 5 Southern Iran,2012 06 08,29.784,50.705
M 5 Off East Coast Of Kamchatka,2012 06 09,51.698,159.206
M 5 South Sandwich Islands Region,2012 06 09,-60.883,-23.239
M 5 Pagan Reg.,2012 06 10,18.689,145.616
M 5 Tonga,2012 06 14,-17.111,-174.161
M 5 Taiwan,2012 06 17,23.647,121.574
M 5 Azores Islands Region,2012 06 18,41.84,-29.151
M 5 North Of Franz Josef Land,2012 06 18,86.386,41.025
M 5 Fiji Region,2012 06 19,-20.552,-178.624
M 5 Gujarat,2012 06 19,23.647,70.252
M 5 Halmahera,2012 06 21,2.7,128.278
M 5 Off East Coast Of Honshu,2012 06 22,39.369,143.492
M 5 Andreanof Islands,2012 06 23,51.242,-177.666
M 5 Kermadec Islands Region,2012 06 25,-27.424,-177.878
M 5 Dodecanese Islands,2012 06 25,36.439,28.941
M 5 Fiji Region,2012 06 26,-21.926,-176.697
M 5 Tonga,2012 06 27,-15.132,-173.408
M 5 New Britain Region,2012 06 29,-4.937,152.342
M 5 Central Iran,2012 07 01,31.841,51.02
M 5 St. Martin Region,2012 07 04,18.12,-62.983
M 5 Izu Islands,2012 07 05,32.284,141.64
M 5 Isla Chiloe,2012 07 06,-42.646,-74.015
M 5 Kep. Mentawai Region,2012 07 07,-3.638,100.591
M 5 Pacific-antarctic Ridge,2012 07 07,-59.52,-150.669
M 5 Mauritius - Reunion Region,2012 07 07,-17.083,66.882
M 5 Alamagan Reg,2012 07 09,17.141,146.017
M 5 Ceram Sea,2012 07 11,-2.02,127.378
M 5 Kuril Islands,2012 07 13,45.255,151.829
M 5 Kuril Islands,2012 07 14,45.378,151.878
M 5 Central Peru,2012 07 15,-13.58,-73.796
M 5 Kermadec Islands Region,2012 07 17,-31.283,-179.093
M 5 Kepulauan Sangihe,2012 07 20,3.395,125.808
M 5 Tonga,2012 07 21,-15.197,-173.39
M 5 Central Turkey,2012 07 22,37.546,36.384
M 5 Near Coast Of Nicaragua,2012 07 22,11.639,-87.028
M 5 Near Islands,2012 07 23,52.016,172.869
M 5 Kermadec Islands,2012 07 23,-30.83,-177.465
M 5 Kuril Islands,2012 07 24,45.464,151.631
M 5 Off E. Coast Of N. Island,2012 07 24,-37.776,179.91
M 5 Kyushu,2012 07 25,30.981,130.348
M 5 Vanuatu Region,2012 07 25,-19.297,167.728
M 5 Solomon Islands,2012 07 25,-9.725,159.699
M 5 North Of Svalbard,2012 07 28,81.294,-3.97
M 5 Southern Xinjiang,2012 08 01,39.774,75.556
M 5 South Shetland Islands,2012 08 02,-61.401,-58.258
M 5 San Juan,2012 08 04,-31.928,-69.358
M 5 Eastern Xizang,2012 08 05,30.352,94.849
M 5 Turkey-syria-iraq Border Region,2012 08 05,37.421,42.965
M 5 Southeast Of Loyalty Islands,2012 08 06,-21.406,170.39
M 5 Ryukyu Islands,2012 08 06,29.495,130.521
M 5 Southwest Of Africa,2012 08 06,-52.29,13.628
M 5 Near Coast Of Nicaragua,2012 08 10,12.075,-88.17
M 5 Northwestern Iran,2012 08 11,38.44,46.78
M 5 Northwestern Iran,2012 08 11,38.436,46.735
M 5 Fiji Region,2012 08 16,-18.46,-177.856
M 5 Bougainville Region,2012 08 17,-6.747,154.53
M 5 Bougainville Region,2012 08 17,-6.792,154.525
M 5 Off W Coast Of Northern Sumatra,2012 08 20,3.318,92.889
M 5 Hokkaido,2012 08 22,42.404,142.86
M 5 Nepal,2012 08 23,28.47,82.69
M 5 Halmahera,2012 08 26,2.626,128.801
M 5 Antofagasta,2012 08 27,-23.739,-69.414
M 5 Molucca Sea,2012 08 27,2.154,126.835
M 5 Virgin Islands Region,2012 08 29,19.652,-64.324
M 5 Offshore Bio-bio,2012 08 30,-37.199,-73.397
M 5 South Sandwich Islands Region,2012 08 31,-55.789,-27.525
M 5 Galapagos Islands Region,2012 08 31,2.526,-95.26
M 5 Philippine Islands Region,2012 09 01,10.351,126.845
M 5 Philippine Islands Region,2012 09 01,10.356,126.881
M 5 Offshore Atacama,2012 09 01,-27.24,-71.114
M 5 New Guinea,2012 09 01,-6.531,143.643
M 5 Moro Gulf,2012 09 03,6.561,123.861
M 5 Andreanof Islands,2012 09 03,51.224,-177.052
M 5 Tonga,2012 09 04,-21.956,-175.067
M 5 South Of Fiji Islands,2012 09 04,-22.003,-179.958
M 5 South Of Java,2012 09 04,-10.839,113.962
M 5 Philippine Islands Region,2012 09 04,10.666,126.772
M 5 Taiwan Region,2012 09 04,22.174,121.135
M 5 Southern Iran,2012 09 06,26.96,53.97
M 5 Philippine Islands Region,2012 09 06,10.946,126.613
M 5 Antofagasta,2012 09 07,-22.351,-68.191
M 5 Philippine Islands Region,2012 09 07,10.55,126.73
M 5 Mariana Islands Region,2012 09 07,21.606,143.322
M 5 South Of Kermadec Islands,2012 09 08,-33.129,-178.875
M 5 Kermadec Islands Region,2012 09 09,-28.091,-176.539
M 5 Kermadec Islands,2012 09 09,-30.404,-177.935
M 5 Yunnan,2012 09 11,24.647,99.267
M 5 South Of Mariana Islands,2012 09 11,11.828,143.353
M 5 Southwest Indian Ridge,2012 09 12,-39.962,46.07
M 5 South Of Bali,2012 09 13,-10.877,114.026
M 5 Northern Xinjiang,2012 09 14,43.637,82.425
M 5 Tonga,2012 09 16,-18.447,-174.657
M 5 Near East Coast Of Honshu,2012 09 17,39.832,142.052
M 5 Vanuatu,2012 09 17,-14.867,167.397
M 5 Kepulauan Talaud,2012 09 18,4.488,126.438
M 5 Loyalty Islands,2012 09 20,-20.296,168.242
M 5 Molucca Sea,2012 09 20,2.185,126.872
M 5 Central Mediterranean Sea,2012 09 21,35.3,22.63
M 5 Solomon Islands,2012 09 21,-9.069,158.013
M 5 Greece,2012 09 22,38.1,22.77
M 5 Off East Coast Of Honshu,2012 09 25,36.114,142.319
M 5 Tonga,2012 09 26,-18.853,-175.399
M 5 South Of Fiji Islands,2012 09 26,-26.04,-177.416
M 5 Mindoro,2012 09 29,13.847,120.723
M 5 South Of Fiji Islands,2012 10 01,-24.745,-179.427
M 5 Tonga,2012 10 02,-18.839,-174.903
M 5 Tonga,2012 10 02,-20.728,-174.157
M 5 New Britain Region,2012 10 03,-5.727,151.197
M 5 Northeast Of Taiwan,2012 10 05,26.271,125.078
M 5 Banda Sea,2012 10 05,-6.661,129.547
M 5 Banda Sea,2012 10 08,-4.478,129.191
M 5 Banda Sea,2012 10 08,-4.511,129.292
M 5 Costa Rica,2012 10 12,9.598,-84.268
M 5 Kuril Islands,2012 10 14,48.38,154.453
M 5 Offshore Coquimbo,2012 10 15,-31.814,-71.787
M 5 Hindu Kush Region,2012 10 15,35.949,69.683
M 5 Tonga,2012 10 17,-15.036,-173.573
M 5 Nias Region,2012 10 17,1.265,97.229
M 5 Madhya Pradesh,2012 10 18,23.769,81.314
M 5 Minahasa,2012 10 25,0.69,124.55
M 5 Taiwan,2012 10 25,22.417,120.558
M 5 Papua,2012 10 25,-3.907,140.348
M 5 Southeast Of Loyalty Islands,2012 10 27,-21.494,169.829
M 5 Andaman Islands,2012 10 28,10.345,92.575
M 5 Queen Charlotte Islands Region,2012 10 28,52.335,-131.36
M 5 Queen Charlotte Islands Region,2012 10 28,52.319,-131.561
M 5 Flores Region,2012 10 29,-8.284,123.571
M 5 Flores Region,2012 10 29,-8.041,123.561
M 5 Queen Charlotte Islands Region,2012 10 29,51.952,-131.182
M 5 Queen Charlotte Islands Region,2012 10 30,52.222,-132.117
M 5 Queen Charlotte Islands Region,2012 11 01,52.55,-132.024
M 5 Banda Sea,2012 11 01,-5.612,129.137
M 5 Fiji Region,2012 11 01,-20.284,-177.638
M 5 Eastern New Guinea Reg.,2012 11 01,-5.28,145.559
M 5 Southeast Of Loyalty Islands,2012 11 04,-22.265,171.388
M 5 Minahasa,2012 11 06,1.281,122.088
M 5 Solomon Islands,2012 11 09,-10.121,161.13
M 5 Flores Region,2012 11 10,-8.887,120.676
M 5 Offshore Guatemala,2012 11 11,13.897,-92.299
M 5 Izu Islands,2012 11 12,29.691,137.994
M 5 Myanmar,2012 11 13,22.895,95.943
M 5 South Of Mariana Islands,2012 11 15,11.668,142.554
M 5 Pacific-antarctic Ridge,2012 11 19,-57.349,-147.523
M 5 Near East Coast Of Honshu,2012 11 21,38.479,141.648
M 5 Bali Region,2012 11 22,-8.918,115.124
M 5 Southeast Of Loyalty Islands,2012 11 22,-22.354,173.923
M 5 Molucca Sea,2012 11 23,1.619,125.824
M 5 Solomon Islands,2012 11 23,-10.789,162.74
M 5 Southern Xinjiang,2012 11 26,40.414,90.354
M 5 Dodecanese Islands,2012 11 26,36.655,27.993
M 5 Northern Algeria,2012 11 28,36.941,5.312
M 5 Mendoza,2012 11 29,-32.91,-69.106
M 5 Northeast Of Taiwan,2012 11 29,26.112,125.191
M 5 Near Islands,2012 11 29,52.635,172.416
M 5 Tonga,2012 12 01,-20.688,-174.38
M 5 Taiwan,2012 12 02,23.91,121.631
M 5 Kuril Islands,2012 12 02,45.701,151.47
M 5 Kermadec Islands Region,2012 12 05,-31.103,-177.523
M 5 Tarapaca,2012 12 06,-17.949,-69.47
M 5 New Britain Region,2012 12 07,-5.293,151.429
M 5 Off East Coast Of Honshu,2012 12 07,37.829,143.738
M 5 Off East Coast Of Honshu,2012 12 07,37.835,143.627
M 5 Off East Coast Of Honshu,2012 12 07,37.869,143.781
M 5 Near S Coast Of New Guinea,2012 12 08,-7.145,144.03
M 5 Near S Coast Of New Guinea,2012 12 08,-7.217,143.978
M 5 New Guinea,2012 12 09,-3.563,141.117
M 5 Off East Coast Of Honshu,2012 12 09,37.519,143.811
M 5 Vanuatu,2012 12 11,-18.987,167.736
M 5 Costa Rica,2012 12 13,9.098,-84.066
M 5 New Britain Region,2012 12 14,-5.015,152.959
M 5 Off The Coast Of El Salvador,2012 12 15,12.264,-88.611
M 5 Off East Coast Of Honshu,2012 12 17,37.728,143.568
M 5 Tonga,2012 12 19,-20.508,-174.283
M 5 Tonga,2012 12 20,-20.773,-174.089
M 5 Near East Coast Of Honshu,2012 12 21,38.633,141.71
M 5 Izu Islands,2012 12 21,29.779,142.212
M 5 West Of Macquarie Island,2012 12 24,-55.683,146.898
M 5 Nias Region,2012 12 26,0.913,98.739
M 5 Bismarck Sea,2012 12 29,-3.361,148.653
M 5 Bismarck Sea,2012 12 29,-3.323,148.783
M 5 Java,2012 12 30,-7.051,105.22
M 5 South Indian Ocean,2012 12 31,-3.237,86.454
M 4.9 Pacific-antarctic Ridge,2012 01 01,-58.305,-149.238
M 4.9 South Of Kermadec Islands,2012 01 01,-33.802,-178.324
M 4.9 Rat Islands,2012 01 02,51.575,178.22
M 4.9 Northern Mid-atlantic Ridge,2012 01 02,16.305,-46.542
M 4.9 Near East Coast Of Honshu,2012 01 02,36.358,141.649
M 4.9 Kuril Islands,2012 01 03,49.389,156.144
M 4.9 Bonin Islands,2012 01 04,26.87,143.698
M 4.9 South Of Sumba,2012 01 04,-11.131,119.053
M 4.9 Near N Coast Of New Guinea,2012 01 04,-4.431,144.409
M 4.9 Santa Cruz Islands,2012 01 04,-10.659,166.28
M 4.9 Pacific-antarctic Ridge,2012 01 04,-62.717,-158.38
M 4.9 Southern Iran,2012 01 05,27.868,52.014
M 4.9 Central East Pacific Rise,2012 01 05,-3.881,-103.132
M 4.9 Atacama,2012 01 05,-26.035,-68.787
M 4.9 Near East Coast Of Honshu,2012 01 05,35.856,140.798
M 4.9 Flores Region,2012 01 07,-8.312,121.518
M 4.9 Santa Cruz Islands,2012 01 07,-10.752,165.706
M 4.9 Bonin Islands,2012 01 08,27.026,143.662
M 4.9 Eastern Honshu,2012 01 08,39.363,141.785
M 4.9 Bonin Islands,2012 01 09,26.95,143.644
M 4.9 Mozambique,2012 01 10,-21.419,33.12
M 4.9 South Sandwich Islands Region,2012 01 10,-57.195,-24.099
M 4.9 Off W Coast Of Northern Sumatra,2012 01 10,2.902,93.156
M 4.9 Off W Coast Of Northern Sumatra,2012 01 10,2.383,93.307
M 4.9 Off East Coast Of Honshu,2012 01 11,39.546,143.25
M 4.9 Off W Coast Of Northern Sumatra,2012 01 11,2.338,93.108
M 4.9 Off W Coast Of Northern Sumatra,2012 01 11,2.616,92.994
M 4.9 Central Peru,2012 01 11,-14.893,-72.67
M 4.9 South Of Africa,2012 01 12,-53.142,23.376
M 4.9 Fox Islands,2012 01 12,52.829,-166.707
M 4.9 Gulf Of Alaska,2012 01 13,57.627,-149.224
M 4.9 New Britain Region,2012 01 13,-6.501,150.313
M 4.9 Off W Coast Of Northern Sumatra,2012 01 13,2.285,93.004
M 4.9 Off East Coast Of Kamchatka,2012 01 14,52.797,159.589
M 4.9 Tonga Region,2012 01 14,-18.099,-172.197
M 4.9 South Sandwich Islands Region,2012 01 15,-60.78,-23.429
M 4.9 North Of Ascension Island,2012 01 15,-0.966,-13.943
M 4.9 Offshore Tarapaca,2012 01 15,-20.26,-70.324
M 4.9 Tonga,2012 01 16,-15.6,-175.708
M 4.9 Mariana Islands Region,2012 01 17,12.214,141.06
M 4.9 Kuril Islands,2012 01 17,43.782,147.519
M 4.9 Offshore Atacama,2012 01 17,-26.362,-71.362
M 4.9 South Shetland Islands,2012 01 17,-60.62,-57.416
M 4.9 Offshore Coquimbo,2012 01 17,-31.717,-71.703
M 4.9 Molucca Sea,2012 01 18,-0.901,126.81
M 4.9 Philippine Islands Region,2012 01 19,11.816,126.063
M 4.9 Offshore Coquimbo,2012 01 19,-31.654,-71.576
M 4.9 Off W. Coast Of S. Island,2012 01 19,-46.914,165.105
M 4.9 South Of Fiji Islands,2012 01 20,-23.305,179.043
M 4.9 Santa Cruz Islands,2012 01 20,-10.983,165.522
M 4.9 South Island Of New Zealand,2012 01 22,-43.485,172.842
M 4.9 Tonga,2012 01 23,-15.312,-173.262
M 4.9 Molucca Sea,2012 01 23,1.826,126.309
M 4.9 Guam Region,2012 01 24,12.594,143.662
M 4.9 West Chile Rise,2012 01 24,-41.36,-86.073
M 4.9 Northern Italy,2012 01 25,44.854,10.538
M 4.9 Tonga,2012 01 25,-18.443,-175.498
M 4.9 Off East Coast Of Honshu,2012 01 26,37.904,144.785
M 4.9 Mariana Islands Region,2012 01 26,21.572,143.057
M 4.9 Mindanao,2012 01 26,6.543,125.765
M 4.9 Simeulue,2012 01 26,2.478,95.912
M 4.9 Near East Coast Of Honshu,2012 01 27,35.716,140.865
M 4.9 Izu Islands,2012 01 27,32.037,141.706
M 4.9 Eastern Honshu,2012 01 27,35.462,138.869
M 4.9 Southwestern Ryukyu Isl.,2012 01 28,24.197,124.241
M 4.9 Near East Coast Of Honshu,2012 01 28,40.251,142.19
M 4.9 Kermadec Islands,2012 01 28,-29.488,-177.139
M 4.9 Kermadec Islands Region,2012 01 28,-31.356,-178.437
M 4.9 Northern Mid-atlantic Ridge,2012 01 29,16.68,-46.45
M 4.9 Seram,2012 01 30,-2.891,129.558
M 4.9 New Britain Region,2012 01 31,-5.666,148.425
M 4.9 New Britain Region,2012 01 31,-6.238,149.824
M 4.9 Pagan Reg.,2012 02 01,18.923,145.425
M 4.9 Kuril Islands,2012 02 01,46.411,152.461
M 4.9 Near Coast Of Southern Peru,2012 02 02,-16.186,-73.526
M 4.9 New Britain Region,2012 02 02,-6.868,150.112
M 4.9 Sumba Region,2012 02 02,-9.835,120.454
M 4.9 Vanuatu,2012 02 02,-17.668,167.151
M 4.9 Vanuatu,2012 02 02,-17.878,167.194
M 4.9 Vanuatu,2012 02 02,-17.515,167.447
M 4.9 Vanuatu,2012 02 02,-17.14,168.126
M 4.9 Vanuatu,2012 02 02,-17.741,167.222
M 4.9 Vanuatu,2012 02 02,-17.638,167.232
M 4.9 Vanuatu,2012 02 02,-17.707,167.442
M 4.9 Vanuatu,2012 02 02,-17.58,167.244
M 4.9 Near N Coast Of New Guinea,2012 02 03,-3.611,144.456
M 4.9 Vanuatu,2012 02 03,-17.877,167.718
M 4.9 Vanuatu,2012 02 03,-17.77,167.792
M 4.9 Southern Sumatra,2012 02 03,-0.397,99.161
M 4.9 North Atlantic Ocean,2012 02 03,18.391,-27.256
M 4.9 Samar,2012 02 04,12.015,125.766
M 4.9 Vanuatu,2012 02 04,-18.056,167.405
M 4.9 Vanuatu,2012 02 05,-17.455,167.185
M 4.9 Vanuatu,2012 02 05,-17.42,167.207
M 4.9 Offshore Chiapas,2012 02 05,14.49,-93.346
M 4.9 Vanuatu,2012 02 05,-18.068,167.396
M 4.9 Gulf Of Aden,2012 02 07,12.737,48.711
M 4.9 Off Coast Of Bio-bio,2012 02 07,-37.902,-74.974
M 4.9 Negros- Cebu Reg,2012 02 07,10.164,123.38
M 4.9 Negros- Cebu Reg,2012 02 07,10.075,123.427
M 4.9 Near Islands,2012 02 08,51.104,174.861
M 4.9 Southern Mid-atlantic Ridge,2012 02 08,-31.109,-13.39
M 4.9 South Of Kermadec Islands,2012 02 09,-34.209,179.46
M 4.9 Tonga,2012 02 09,-15.343,-173.403
M 4.9 Solomon Islands,2012 02 09,-10.763,162.655
M 4.9 Coquimbo,2012 02 10,-30.791,-71.304
M 4.9 Fox Islands,2012 02 10,51.815,-171.299
M 4.9 Kermadec Islands,2012 02 10,-30.124,-177.269
M 4.9 Chagos Archipelago Region,2012 02 11,-3.401,68.257
M 4.9 Near East Coast Of Honshu,2012 02 11,38.692,142.054
M 4.9 South Sandwich Islands Region,2012 02 12,-58.316,-25.732
M 4.9 Near East Coast Of Honshu,2012 02 14,36.581,141.365
M 4.9 Baja California,2012 02 14,32.106,-115.201
M 4.9 Off East Coast Of Honshu,2012 02 14,39.207,144.499
M 4.9 South Of Kermadec Islands,2012 02 15,-33.975,-178.868
M 4.9 Offshore Chiapas,2012 02 16,14.614,-92.4
M 4.9 Komandorskiye Ostrova Region,2012 02 17,54.593,168.864
M 4.9 Offshore Coquimbo,2012 02 18,-32.097,-71.771
M 4.9 Tonga,2012 02 18,-19.716,-174.369
M 4.9 Kyrgyzstan,2012 02 20,41.474,73.027
M 4.9 Tonga,2012 02 21,-16.185,-174.048
M 4.9 New Ireland Region,2012 02 21,-3.388,152.09
M 4.9 New Britain Region,2012 02 23,-5.346,151.572
M 4.9 South Of Fiji Islands,2012 02 24,-26.065,-177.658
M 4.9 Izu Islands,2012 02 24,32.036,142.423
M 4.9 Mariana Islands Region,2012 02 24,19.062,146.074
M 4.9 Kuril Islands,2012 02 25,49.157,156.152
M 4.9 South Of Fiji Islands,2012 02 26,-24.654,-177.068
M 4.9 Southwestern Siberia,2012 02 26,52.112,95.69
M 4.9 Southwestern Siberia,2012 02 26,51.785,95.9
M 4.9 Halmahera,2012 02 26,2.493,128.6
M 4.9 South Of Fiji Islands,2012 02 26,-24.513,-177.289
M 4.9 Vanuatu Region,2012 02 26,-19.287,167.793
M 4.9 Southwest Of Africa,2012 02 27,-52.921,10.361
M 4.9 Southern Mid-atlantic Ridge,2012 02 27,-34.739,-16.168
M 4.9 South Of Fiji Islands,2012 02 27,-24.936,-177.258
M 4.9 Southwestern Ryukyu Isl.,2012 02 27,23.918,123.382
M 4.9 Ryukyu Islands,2012 02 27,25.841,127.044
M 4.9 Fiji Region,2012 02 27,-20.388,-178.692
M 4.9 Vanuatu,2012 02 28,-15.742,168.421
M 4.9 Off East Coast Of Honshu,2012 02 28,36.321,142.118
M 4.9 Kermadec Islands,2012 02 28,-29.834,-177.711
M 4.9 Iran-iraq Border Region,2012 02 29,32.457,46.93
M 4.9 Tonga,2012 02 29,-15.159,-173.581
M 4.9 Kuril Islands,2012 03 01,49.084,156.075
M 4.9 Southwestern Siberia,2012 03 01,51.826,95.345
M 4.9 Scotia Sea,2012 03 02,-60.704,-41.734
M 4.9 Eastern New Guinea Reg.,2012 03 02,-8.015,146.349
M 4.9 Nicobar Islands,2012 03 02,7.254,94.036
M 4.9 Near East Coast Of Honshu,2012 03 02,37.334,141.343
M 4.9 Kermadec Islands Region,2012 03 03,-29.341,-176.636
M 4.9 Offshore Maule,2012 03 03,-35.74,-72.975
M 4.9 Southeast Of Loyalty Islands,2012 03 04,-21.961,170.333
M 4.9 Tonga Region,2012 03 04,-19.788,-172.562
M 4.9 Near East Coast Of Honshu,2012 03 06,35.698,141.778
M 4.9 South Of Fiji Islands,2012 03 06,-26.653,-177.191
M 4.9 Kuril Islands,2012 03 06,47.11,154.318
M 4.9 Tonga,2012 03 06,-18.131,-174.129
M 4.9 Tonga,2012 03 07,-19.283,-175.795
M 4.9 Kermadec Islands Region,2012 03 07,-31.12,-177.754
M 4.9 Southeast Of Loyalty Islands,2012 03 07,-22.135,169.901
M 4.9 Off East Coast Of Honshu,2012 03 09,36.751,142.105
M 4.9 Vanuatu,2012 03 09,-19.054,169.348
M 4.9 Vanuatu,2012 03 09,-19.124,169.843
M 4.9 South Of Fiji Islands,2012 03 09,-23.448,-178.842
M 4.9 East Of Kuril Islands,2012 03 10,43.159,148.037
M 4.9 South Sandwich Islands Region,2012 03 10,-56.17,-26.954
M 4.9 Off East Coast Of Honshu,2012 03 10,39.665,144.153
M 4.9 Andreanof Islands,2012 03 11,51.706,-173.345
M 4.9 Molucca Sea,2012 03 12,2.937,127.042
M 4.9 Maule,2012 03 12,-34.969,-71.664
M 4.9 Southeast Of Galapagos Islands,2012 03 12,-11.862,-90.794
M 4.9 North Island Of New Zealand,2012 03 13,-38.6,176.475
M 4.9 South Sandwich Islands Region,2012 03 13,-56.026,-27.709
M 4.9 Vanuatu,2012 03 13,-13.084,166.972
M 4.9 Off W Coast Of Northern Sumatra,2012 03 14,2.353,93.164
M 4.9 Solomon Islands,2012 03 14,-10.253,161.108
M 4.9 Reykjanes Ridge,2012 03 14,54.336,-35.123
M 4.9 South Sandwich Islands Region,2012 03 14,-59.681,-26.395
M 4.9 Off East Coast Of Honshu,2012 03 14,40.829,145.007
M 4.9 Off East Coast Of Honshu,2012 03 14,40.928,144.8
M 4.9 Andaman Islands,2012 03 14,10.679,94.004
M 4.9 Off East Coast Of Honshu,2012 03 14,40.82,144.771
M 4.9 Fiji Region,2012 03 15,-20.774,-178.468
M 4.9 Vanuatu,2012 03 16,-17.523,167.523
M 4.9 Volcano Islands,2012 03 16,23.902,141.889
M 4.9 Pacific-antarctic Ridge,2012 03 16,-55.127,-128.987
M 4.9 Sea Of Japan,2012 03 16,37.786,133.498
M 4.9 Vanuatu,2012 03 16,-19.556,169.768
M 4.9 South Sandwich Islands Region,2012 03 16,-56.532,-24.747
M 4.9 Banda Sea,2012 03 17,-7.021,123.422
M 4.9 South Of Fiji Islands,2012 03 17,-23.178,179.844
M 4.9 Carlsberg Ridge,2012 03 17,3.781,63.513
M 4.9 Carlsberg Ridge,2012 03 17,3.723,63.377
M 4.9 Near East Coast Of Honshu,2012 03 18,39.128,142.159
M 4.9 Samoa Islands Region,2012 03 18,-16.81,-172.863
M 4.9 North Of Ascension Island,2012 03 18,0.113,-16.234
M 4.9 Near East Coast Of Honshu,2012 03 18,35.65,140.963
M 4.9 Vanuatu,2012 03 18,-17.592,167.679
M 4.9 Hokkaido,2012 03 19,41.521,141.951
M 4.9 Nicobar Islands,2012 03 20,9.481,93.423
M 4.9 Near East Coast Of Kamchatka,2012 03 20,54.939,162.647
M 4.9 South Sandwich Islands Region,2012 03 20,-60.641,-26.084
M 4.9 Vanuatu,2012 03 20,-17.71,167.329
M 4.9 Oaxaca,2012 03 20,16.051,-97.792
M 4.9 Oaxaca,2012 03 20,16.302,-98.069
M 4.9 Kalimantan,2012 03 20,2.054,117.885
M 4.9 Offshore Oaxaca,2012 03 21,15.85,-98.67
M 4.9 Off East Coast Of Honshu,2012 03 21,36.741,142.299
M 4.9 Kepulauan Barat Daya,2012 03 21,-7.76,127.249
M 4.9 Vanuatu,2012 03 21,-14.459,166.986
M 4.9 Pagan Reg.,2012 03 22,18.486,145.713
M 4.9 Kermadec Islands Region,2012 03 22,-27.791,-178.292
M 4.9 Vanuatu,2012 03 23,-17.678,167.546
M 4.9 Iran-iraq Border Region,2012 03 24,32.554,46.978
M 4.9 Izu Islands,2012 03 24,30.699,142.855
M 4.9 Kuril Islands,2012 03 25,47.705,153.658
M 4.9 Southeastern Iran,2012 03 26,27.721,58.834
M 4.9 Off Coast Of Aisen,2012 03 26,-44.527,-78.652
